Spp,Order,Zoonosis,Label,parasiteGMPD,Citation,ParasiteCorrectedNameGMPD,Note,in GIDEON not in GMPD,country,multiple countries in GIDEON for host-zdx,recorded each country,multiple pathogens identified in GIDEON for disease,Genbank ID
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys ordii,RODENTIA,,0,,,,,,,,,,
Dipodomys panamintinus,RODENTIA,,0,,,,,,,,,,
Dipodomys panamintinus,RODENTIA,,0,,,,,,,,,,
Dipodomys panamintinus,RODENTIA,,0,,,,,,,,,,
Dipodomys panamintinus,RODENTIA,,0,,,,,,,,,,
Dipodomys panamintinus,RODENTIA,,0,,,,,,,,,,
Dipodomys panamintinus,RODENTIA,,0,,,,,,,,,,
Dipodomys phillipsii,RODENTIA,,0,,,,,,,,,,
Dipodomys phillipsii,RODENTIA,,0,,,,,,,,,,
Dipodomys phillipsii,RODENTIA,,0,,,,,,,,,,
Dipodomys phillipsii,RODENTIA,,0,,,,,,,,,,
Dipodomys phillipsii,RODENTIA,,0,,,,,,,,,,
Dipodomys simulans,RODENTIA,,0,,,,,,,,,,
Dipodomys simulans,RODENTIA,,0,,,,,,,,,,
Dipodomys simulans,RODENTIA,,0,,,,,,,,,,
Dipodomys spectabilis,RODENTIA,,0,,,,,,,,,,
Dipodomys spectabilis,RODENTIA,,0,,,,,,,,,,
Dipodomys spectabilis,RODENTIA,,0,,,,,,,,,,
Dipodomys spectabilis,RODENTIA,,0,,,,,,,,,,
Dipodomys spectabilis,RODENTIA,,0,,,,,,,,,,
Dipodomys spectabilis,RODENTIA,,0,,,,,,,,,,
Dipodomys spectabilis,RODENTIA,,0,,,,,,,,,,
Dipodomys stephensi,RODENTIA,,0,,,,,,,,,,
Dipodomys venustus,RODENTIA,,0,,,,,,,,,,
Dipodomys venustus,RODENTIA,,0,,,,,,,,,,
Dipodomys venustus,RODENTIA,,0,,,,,,,,,,
Dipodomys venustus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops megacephalus,RODENTIA,,0,,,,,,,,,,
Microdipodops pallidus,RODENTIA,,0,,,,,,,,,,
Microdipodops pallidus,RODENTIA,,0,,,,,,,,,,
Microdipodops pallidus,RODENTIA,,0,,,,,,,,,,
Microdipodops pallidus,RODENTIA,,0,,,,,,,,,,
Microdipodops pallidus,RODENTIA,,0,,,,,,,,,,
Microdipodops pallidus,RODENTIA,,0,,,,,,,,,,
Heteromys anomalus,RODENTIA,,0,,,,,,,,,,
Heteromys anomalus,RODENTIA,,0,,,,,,,,,,
Heteromys anomalus,RODENTIA,,0,,,,,,,,,,
Heteromys anomalus,RODENTIA,,0,,,,,,,,,,
Heteromys anomalus,RODENTIA,,0,,,,,,,,,,
Heteromys australis,RODENTIA,,0,,,,,,,,,,
Heteromys australis,RODENTIA,,0,,,,,,,,,,
Heteromys australis,RODENTIA,,0,,,,,,,,,,
Heteromys australis,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys desmarestianus,RODENTIA,,0,,,,,,,,,,
Heteromys nelsoni,RODENTIA,,0,,,,,,,,,,
Heteromys oasicus,RODENTIA,,0,,,,,,,,,,
Heteromys oresterus,RODENTIA,,0,,,,,,,,,,
Heteromys teleus,RODENTIA,,0,,,,,,,,,,
Liomys adspersus,RODENTIA,,0,,,,,,,,,,
Liomys irroratus,RODENTIA,,0,,,,,,,,,,
Liomys irroratus,RODENTIA,,0,,,,,,,,,,
Liomys irroratus,RODENTIA,,0,,,,,,,,,,
Liomys irroratus,RODENTIA,,0,,,,,,,,,,
Liomys irroratus,RODENTIA,,0,,,,,,,,,,
Liomys irroratus,RODENTIA,,0,,,,,,,,,,
Liomys irroratus,RODENTIA,,0,,,,,,,,,,
Liomys irroratus,RODENTIA,,0,,,,,,,,,,
Liomys pictus,RODENTIA,,0,,,,,,,,,,
Liomys pictus,RODENTIA,,0,,,,,,,,,,
Liomys pictus,RODENTIA,,0,,,,,,,,,,
Liomys pictus,RODENTIA,,0,,,,,,,,,,
Liomys pictus,RODENTIA,,0,,,,,,,,,,
Liomys salvini,RODENTIA,,0,,,,,,,,,,
Liomys salvini,RODENTIA,,0,,,,,,,,,,
Liomys salvini,RODENTIA,,0,,,,,,,,,,
Liomys salvini,RODENTIA,,0,,,,,,,,,,
Liomys spectabilis,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus arenarius,RODENTIA,,0,,,,,,,,,,
Chaetodipus artus,RODENTIA,,0,,,,,,,,,,
Chaetodipus baileyi,RODENTIA,,0,,,,,,,,,,
Chaetodipus baileyi,RODENTIA,,0,,,,,,,,,,
Chaetodipus baileyi,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus californicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus dalquesti,RODENTIA,,0,,,,,,,,,,
Chaetodipus eremicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus eremicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus eremicus,RODENTIA,,0,,,,,,,,,,
Chaetodipus fallax,RODENTIA,,0,,,,,,,,,,
Chaetodipus fallax,RODENTIA,,0,,,,,,,,,,
Chaetodipus fallax,RODENTIA,,0,,,,,,,,,,
Chaetodipus fallax,RODENTIA,,0,,,,,,,,,,
Chaetodipus fallax,RODENTIA,,0,,,,,,,,,,
Chaetodipus fallax,RODENTIA,,0,,,,,,,,,,
Chaetodipus fallax,RODENTIA,,0,,,,,,,,,,
Chaetodipus formosus,RODENTIA,,0,,,,,,,,,,
Chaetodipus formosus,RODENTIA,,0,,,,,,,,,,
Chaetodipus formosus,RODENTIA,,0,,,,,,,,,,
Chaetodipus formosus,RODENTIA,,0,,,,,,,,,,
Chaetodipus formosus,RODENTIA,,0,,,,,,,,,,
Chaetodipus formosus,RODENTIA,,0,,,,,,,,,,
Chaetodipus formosus,RODENTIA,,0,,,,,,,,,,
Chaetodipus formosus,RODENTIA,,0,,,,,,,,,,
Chaetodipus goldmani,RODENTIA,,0,,,,,,,,,,
Chaetodipus hispidus,RODENTIA,,0,,,,,,,,,,
Chaetodipus hispidus,RODENTIA,,0,,,,,,,,,,
Chaetodipus hispidus,RODENTIA,,0,,,,,,,,,,
Chaetodipus hispidus,RODENTIA,,0,,,,,,,,,,
Chaetodipus hispidus,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus intermedius,RODENTIA,,0,,,,,,,,,,
Chaetodipus lineatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus nelsoni,RODENTIA,,0,,,,,,,,,,
Chaetodipus nelsoni,RODENTIA,,0,,,,,,,,,,
Chaetodipus nelsoni,RODENTIA,,0,,,,,,,,,,
Chaetodipus penicillatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus penicillatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus penicillatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus penicillatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus penicillatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus penicillatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus penicillatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus pernix,RODENTIA,,0,,,,,,,,,,
Chaetodipus pernix,RODENTIA,,0,,,,,,,,,,
Chaetodipus pernix,RODENTIA,,0,,,,,,,,,,
Chaetodipus rudinoris,RODENTIA,,0,,,,,,,,,,
Chaetodipus rudinoris,RODENTIA,,0,,,,,,,,,,
Chaetodipus rudinoris,RODENTIA,,0,,,,,,,,,,
Chaetodipus rudinoris,RODENTIA,,0,,,,,,,,,,
Chaetodipus rudinoris,RODENTIA,,0,,,,,,,,,,
Chaetodipus rudinoris,RODENTIA,,0,,,,,,,,,,
Chaetodipus rudinoris,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Chaetodipus spinatus,RODENTIA,,0,,,,,,,,,,
Perognathus alticolus,RODENTIA,,0,,,,,,,,,,
Perognathus alticolus,RODENTIA,,0,,,,,,,,,,
Perognathus alticolus,RODENTIA,,0,,,,,,,,,,
Perognathus amplus,RODENTIA,,0,,,,,,,,,,
Perognathus amplus,RODENTIA,,0,,,,,,,,,,
Perognathus amplus,RODENTIA,,0,,,,,,,,,,
Perognathus amplus,RODENTIA,,0,,,,,,,,,,
Perognathus amplus,RODENTIA,,0,,,,,,,,,,
Perognathus fasciatus,RODENTIA,,0,,,,,,,,,,
Perognathus fasciatus,RODENTIA,,0,,,,,,,,,,
Perognathus fasciatus,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavescens,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus flavus,RODENTIA,,0,,,,,,,,,,
Perognathus inornatus,RODENTIA,,0,,,,,,,,,,
Perognathus inornatus,RODENTIA,,0,,,,,,,,,,
Perognathus inornatus,RODENTIA,,0,,,,,,,,,,
Perognathus inornatus,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus longimembris,RODENTIA,,0,,,,,,,,,,
Perognathus merriami,RODENTIA,,0,,,,,,,,,,
Perognathus merriami,RODENTIA,,0,,,,,,,,,,
Perognathus merriami,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Perognathus parvus,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys castanops,RODENTIA,,0,,,,,,,,,,
Cratogeomys goldmani,RODENTIA,,0,,,,,,,,,,
Cratogeomys goldmani,RODENTIA,,0,,,,,,,,,,
Cratogeomys goldmani,RODENTIA,,0,,,,,,,,,,
Cratogeomys goldmani,RODENTIA,,0,,,,,,,,,,
Cratogeomys goldmani,RODENTIA,,0,,,,,,,,,,
Cratogeomys goldmani,RODENTIA,,0,,,,,,,,,,
Cratogeomys goldmani,RODENTIA,,0,,,,,,,,,,
Cratogeomys goldmani,RODENTIA,,0,,,,,,,,,,
Cratogeomys fumosus,RODENTIA,,0,,,,,,,,,,
Cratogeomys gymnurus,RODENTIA,,0,,,,,,,,,,
Cratogeomys gymnurus,RODENTIA,,0,,,,,,,,,,
Cratogeomys gymnurus,RODENTIA,,0,,,,,,,,,,
Cratogeomys gymnurus,RODENTIA,,0,,,,,,,,,,
Cratogeomys gymnurus,RODENTIA,,0,,,,,,,,,,
Cratogeomys merriami,RODENTIA,,0,,,,,,,,,,
Cratogeomys merriami,RODENTIA,,0,,,,,,,,,,
Cratogeomys merriami,RODENTIA,,0,,,,,,,,,,
Cratogeomys merriami,RODENTIA,,0,,,,,,,,,,
Cratogeomys merriami,RODENTIA,,0,,,,,,,,,,
Cratogeomys merriami,RODENTIA,,0,,,,,,,,,,
Cratogeomys merriami,RODENTIA,,0,,,,,,,,,,
Cratogeomys merriami,RODENTIA,,0,,,,,,,,,,
Cratogeomys neglectus,RODENTIA,,0,,,,,,,,,,
Cratogeomys tylorhinus,RODENTIA,,0,,,,,,,,,,
Cratogeomys tylorhinus,RODENTIA,,0,,,,,,,,,,
Cratogeomys tylorhinus,RODENTIA,,0,,,,,,,,,,
Cratogeomys tylorhinus,RODENTIA,,0,,,,,,,,,,
Cratogeomys tylorhinus,RODENTIA,,0,,,,,,,,,,
Cratogeomys tylorhinus,RODENTIA,,0,,,,,,,,,,
Cratogeomys tylorhinus,RODENTIA,,0,,,,,,,,,,
Cratogeomys zinseri,RODENTIA,,0,,,,,,,,,,
Geomys attwateri,RODENTIA,,0,,,,,,,,,,
Geomys attwateri,RODENTIA,,0,,,,,,,,,,
Geomys attwateri,RODENTIA,,0,,,,,,,,,,
Geomys arenarius,RODENTIA,,0,,,,,,,,,,
Geomys arenarius,RODENTIA,,0,,,,,,,,,,
Geomys arenarius,RODENTIA,,0,,,,,,,,,,
Geomys breviceps,RODENTIA,,0,,,,,,,,,,
Geomys breviceps,RODENTIA,,0,,,,,,,,,,
Geomys breviceps,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys bursarius,RODENTIA,,0,,,,,,,,,,
Geomys knoxjonesi,RODENTIA,,0,,,,,,,,,,
Geomys personatus,RODENTIA,,0,,,,,,,,,,
Geomys personatus,RODENTIA,,0,,,,,,,,,,
Geomys personatus,RODENTIA,,0,,,,,,,,,,
Geomys personatus,RODENTIA,,0,,,,,,,,,,
Geomys personatus,RODENTIA,,0,,,,,,,,,,
Geomys personatus,RODENTIA,,0,,,,,,,,,,
Geomys personatus,RODENTIA,,0,,,,,,,,,,
Geomys personatus,RODENTIA,,0,,,,,,,,,,
Geomys pinetis,RODENTIA,,0,,,,,,,,,,
Geomys pinetis,RODENTIA,,0,,,,,,,,,,
Geomys pinetis,RODENTIA,,0,,,,,,,,,,
Geomys pinetis,RODENTIA,,0,,,,,,,,,,
Geomys pinetis,RODENTIA,,0,,,,,,,,,,
Geomys pinetis,RODENTIA,,0,,,,,,,,,,
Geomys pinetis,RODENTIA,,0,,,,,,,,,,
Geomys texensis,RODENTIA,,0,,,,,,,,,,
Geomys texensis,RODENTIA,,0,,,,,,,,,,
Geomys texensis,RODENTIA,,0,,,,,,,,,,
Geomys texensis,RODENTIA,,0,,,,,,,,,,
Geomys tropicalis,RODENTIA,,0,,,,,,,,,,
Orthogeomys cavator,RODENTIA,,0,,,,,,,,,,
Orthogeomys cavator,RODENTIA,,0,,,,,,,,,,
Orthogeomys cavator,RODENTIA,,0,,,,,,,,,,
Orthogeomys cavator,RODENTIA,,0,,,,,,,,,,
Orthogeomys cherriei,RODENTIA,,0,,,,,,,,,,
Orthogeomys cherriei,RODENTIA,,0,,,,,,,,,,
Orthogeomys cherriei,RODENTIA,,0,,,,,,,,,,
Orthogeomys cherriei,RODENTIA,,0,,,,,,,,,,
Orthogeomys cuniculus,RODENTIA,,0,,,,,,,,,,
Orthogeomys dariensis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys grandis,RODENTIA,,0,,,,,,,,,,
Orthogeomys heterodus,RODENTIA,,0,,,,,,,,,,
Orthogeomys heterodus,RODENTIA,,0,,,,,,,,,,
Orthogeomys heterodus,RODENTIA,,0,,,,,,,,,,
Orthogeomys heterodus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys hispidus,RODENTIA,,0,,,,,,,,,,
Orthogeomys lanius,RODENTIA,,0,,,,,,,,,,
Orthogeomys matagalpae,RODENTIA,,0,,,,,,,,,,
Orthogeomys thaeleri,RODENTIA,,0,,,,,,,,,,
Orthogeomys underwoodi,RODENTIA,,0,,,,,,,,,,
Pappogeomys alcorni,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Pappogeomys bulleri,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
Thomomys bottae,RODENTIA,,0,,,,,,,,,,
